Male	non-AIDS	mortality,	by	age	(10-14,	...,	85+)	&	year	(1985,	...,	2025)																																																																																																																											
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0347	0.0338	0.0336	0.0334	0.0331	0.0328	0.0325	0.0322	0.032	0.0318	0.0315	0.0314	0.0312	0.0309	0.0307	0.0305	0.0303	0.0301	0.0299	0.0297	0.0295	0.0293	0.0291	0.0289	0.0287	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285	0.0285
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0501	0.0494	0.049	0.0487	0.0484	0.0481	0.0479	0.0476	0.0473	0.047	0.0466	0.0462	0.0458	0.0455	0.0452	0.045	0.0447	0.0445	0.0442	0.0439	0.0436	0.0433	0.0431	0.0428	0.0425	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423	0.0423
0.0664	0.0671	0.0676	0.0681	0.0685	0.0692	0.0697	0.0701	0.0706	0.0708	0.071	0.0711	0.0707	0.0707	0.0709	0.0709	0.0709	0.0709	0.0708	0.0706	0.0704	0.0702	0.07	0.0699	0.0697	0.0697	0.0697	0.0697	0.0696	0.0694	0.0692	0.0689	0.0687	0.0685	0.0684	0.0683	0.0682	0.0681	0.068	0.0679	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677	0.0677
0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.0989	0.0984	0.0981	0.0979	0.0978	0.0978	0.0978	0.0978	0.0977	0.0975	0.0973	0.0971	0.0969	0.0967	0.0966	0.0966	0.0967	0.0967	0.0966	0.0964	0.0962	0.0959	0.0956	0.0954	0.0953	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952	0.0952
0.1179	0.1193	0.1207	0.1221	0.1239	0.1251	0.1266	0.1283	0.1304	0.1326	0.1346	0.1363	0.1359	0.1359	0.1359	0.1357	0.1354	0.1355	0.1355	0.1353	0.1348	0.1343	0.1339	0.1337	0.1336	0.1337	0.1338	0.1338	0.1338	0.1336	0.1334	0.1332	0.133	0.1328	0.1327	0.1328	0.1329	0.133	0.133	0.1328	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325	0.1325
0.1683	0.1746	0.1855	0.1744	0.1839	0.1724	0.1796	0.1827	0.1851	0.1871	0.189	0.1911	0.1917	0.1939	0.1964	0.1988	0.2009	0.2027	0.2041	0.2052	0.2063	0.2074	0.2083	0.2091	0.2094	0.2092	0.2085	0.2076	0.2069	0.2064	0.2063	0.2064	0.2067	0.2069	0.207	0.2069	0.2066	0.2063	0.206	0.2058	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206	0.206
Female	non-AIDS	mortality,	by	age	(10-14,	...,	85+)	&	year	(1985,	...,	2025)																																																																																																																											
0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0006	0.0006	0.0006	0.0006	0.0006	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0005	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0004	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003	0.0003
0.0011	0.0011	0.0011	0.0012	0.0011	0.0012	0.0012	0.0012	0.0012	0.0012	0.0012	0.0013	0.0013	0.0015	0.0017	0.0016	0.0016	0.0016	0.0015	0.0015	0.0015	0.0015	0.0014	0.0014	0.0014	0.0014	0.0013	0.0013	0.0013	0.0013	0.0012	0.0012	0.0012	0.0012	0.0012	0.0011	0.0011	0.0011	0.0011	0.0011	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
0.0019	0.0019	0.0019	0.0019	0.0019	0.002	0.002	0.002	0.002	0.002	0.0021	0.0021	0.0023	0.0025	0.0025	0.0022	0.0021	0.002	0.002	0.002	0.0019	0.0019	0.0019	0.0018	0.0018	0.0018	0.0017	0.0017	0.0017	0.0016	0.0016	0.0016	0.0015	0.0015	0.0015	0.0015	0.0014	0.0014	0.0014	0.0014	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013	0.0013
