M0H																																																																																																																																											
310573.6227																																																																																																																																											
170462.571																																																																																																																																											
29823.07548																																																																																																																																											
1069.319881																																																																																																																																											
M0L																																																																																																																																											
1528302.962																																																																																																																																											
999604.4921																																																																																																																																											
327348.6626																																																																																																																																											
42744.4788																																																																																																																																											
F0H																																																																																																																																											
182920.253	1	0	0	0.69466	0.175757	0.0240811	0.105502																																																																																																																																				
72163.84336	0.894922	0.0969896	0.00808802	0.59052	0.234895	0.0322983	0.142286																																																																																																																																				
5432.144196	0.677641	0.298885	0.0234737	0.588564	0.235477	0.0310992	0.144859																																																																																																																																				
207.3120479	0.517607	0.45192	0.0304739	0.594647	0.235221	0.0252507	0.144881																																																																																																																																				
F0L																																																																																																																																											
1672209.668	1	0	0	0.681251	0.183269	0.0251394	0.110341																																																																																																																																				
867028.3809	0.821994	0.164139	0.013867	0.588814	0.23521	0.0324347	0.143541																																																																																																																																				
178914.4686	0.615559	0.358041	0.0264001	0.590834	0.235387	0.0288754	0.144904																																																																																																																																				
24000.09106	0.508504	0.460359	0.0311373	0.594718	0.235205	0.0252392	0.144838																																																																																																																																				
MH,0																																																																																																																																											
2992.587649	0.957503	6.36E-05	0.00394056	0.000734744	0.0377583	0.932976	0.00318504	0.00315675	0.00435104	0.0412483	0.0119279	0.00315472	0.892459	0.0143579	0.00203509	0.0911476	0.857568	0.0214502	0.00712054	0.113861	0.455855	0.00385604	0.176805	0.363485	0.892554	0.00143842	0.0222537	0.0837537	0.767104667	0.091073856	0	0	0	0	0.081105573	0.060715904	0.580425918	0.093792478	0	0	0	0	0.219755324	0.10602628	0.68917082	0.050294517	0	0	0	0	0.084730403	0.175804259	0.740371545	0.046669687	0	0	0	0	0.112822836	0.100135931	0.719528772	0.062528319	0	0	0	0	0.120072497	0.097870412	0.702763933	0.055731763	0	0	0	0	0.158133213	0.083371092	0.695967377	0.066606253	0	0	0	0	0.175804259	0.061622111	0.569551427	0.130493883	0	0	0	0	0.179429089	0.1205256	0.569098324	0.125962845	0	0	0	0	0.131853194	0.173085637	0.623923879	0.068418668	0	0	0	0	0.171273222	0.136384232	0.595378342	0.079293158	0	0	0	0	0.20842773	0.11690077	0.67829633	0.100135931	0	0	0	0	0.106932488	0.114635251	0.517897599	0.182147712	0	0	0	0	0.110104214	0.189850476							
17632.29213	0.830043	0.000165588	0.0163376	0.00305378	0.1504	0.81452	0.0078864	0.00861817	0.012476	0.114622	0.0330079	0.00887001	0.761458	0.0285561	0.00415487	0.205831	0.684699	0.0483215	0.0163918	0.250588	0.289155	0.00694375	0.240615	0.463286	0.699227	0.00308329	0.0606187	0.237071	0.506658391	0.181695068	0	0	0	0	0.172497461	0.13914908	0.268818418	0.157205733	0	0	0	0	0.37704548	0.196930369	0.382462476	0.090847534	0	0	0	0	0.164710529	0.361979461	0.39267577	0.100214423	0	0	0	0	0.264699244	0.242410563	0.407290374	0.123631644	0	0	0	0	0.252511003	0.216566979	0.385565963	0.116691118	0	0	0	0	0.333314524	0.164428394	0.360060941	0.133844938	0	0	0	0	0.370894933	0.135199187	0.288455028	0.192190498	0	0	0	0	0.30747094	0.211883535	0.271583343	0.179720122	0	0	0	0	0.24703758	0.301658955	0.26362713	0.108734906	0	0	0	0	0.344035662	0.283602302	0.282755897	0.132659971	0	0	0	0	0.378625437	0.205958695	0.373885566	0.171086785	0	0	0	0	0.239363503	0.215664146	0.228642365	0.233382237	0	0	0	0	0.19653538	0.341440018							
14359.32819	0.651892	0.000231036	0.0305872	0.00572418	0.311566	0.805533	0.00869499	0.00720031	0.00787787	0.117457	0.0429218	0.0103148	0.721958	0.0292767	0.00531975	0.243446	0.666335	0.0414761	0.0227975	0.269392	0.189293	0.00394754	0.217156	0.589604	0.581882	0.00364908	0.0824832	0.331986	0.250842095	0.138971114	0	0	0	0	0.339593753	0.270593039	0.092222109	0.07793202	0	0	0	0	0.557976932	0.271868939	0.175717056	0.05195468	0	0	0	0	0.251097275	0.521230989	0.167143003	0.055476166	0	0	0	0	0.416709197	0.360671634	0.186842911	0.083648056	0	0	0	0	0.403439829	0.326069205	0.161426967	0.072471165	0	0	0	0	0.520771665	0.245330203	0.140349086	0.078391344	0	0	0	0	0.580687966	0.200571604	0.110186792	0.1103399	0	0	0	0	0.462845769	0.316627539	0.10365418	0.095539451	0	0	0	0	0.356690824	0.444115546	0.092375217	0.052771257	0	0	0	0	0.482647749	0.372205777	0.103194856	0.073236705	0	0	0	0	0.540828825	0.282739614	0.160916607	0.10982954	0	0	0	0	0.392518118	0.336735735	0.086863326	0.129937736	0	0	0	0	0.290190875	0.493008064							
